source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:b82cac22-5f23-4d19-9ee7-5f114873b948,1e32915e-91e1-4202-bd88-c79fbbc24a4f,357,C,,54.0,HIGH,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:6d862aa8-ecb9-41ad-8300-27a5bc84f942,98c89333-93bb-4442-b591-eccb20ab286d,358,C,,54.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8d5ad9b3-d462-4790-ae4e-52f2a2c81b25,4ba6ce77-2917-483c-a8d1-024a8aa0fb35,359,C,,54.0,LOW,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:90b872e5-722b-4ce5-a940-f0d060367bd9,80e39547-462d-4a22-9759-5571a5f68b51,360,C,,54.0,HIGH,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e4daa6b5-6c2a-43bb-87cf-a6d86b80944e,08447ed5-6351-49b5-ba23-15537ae4a4d9,361,C,,53.9,MEDIUM,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:ebcd466f-e3fc-4fcd-8ea3-1af798464f7b,1b482d81-1338-45c5-af7e-35c707422958,362,C,,53.9,MEDIUM,"Closest client patterns: Consumer services, Elevator services. Need signals: after hours coverage, emergency dispatch, multi location routing. Verification: verified own site."
discovered:798b3f78-fd28-4d8c-a39f-e04eb5a4252a,c8568b46-376e-4a8f-9d4d-cad94dac4677,363,C,,53.9,LOW,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:00ca94e7-628d-4c0f-9b8d-2e0076f3f96e,c776dd13-e1b4-4edd-af53-0c6fce35106b,364,C,,53.8,LOW,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:59aeb68b-0fda-441f-9471-733ef62a65a2,3952d9b5-4293-4aa6-9a82-e769ea2cdd00,365,C,,53.8,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:a590db97-2edc-4cbc-85c1-063e612ee03c,2a6e1f4c-c83d-42b0-ab5a-576242b11fd8,366,C,,53.8,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:27188b81-84ed-455a-bb37-65117cfceaea,782c492d-0659-47fd-8cdb-7c8880c64548,367,C,,53.7,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:1fa4092a-b9c2-4c40-b923-e28c21fb43dd,6117b3f1-e180-4905-80e2-cf4604ecaa74,368,C,,53.7,MEDIUM,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:7ccc783b-1228-4aab-8453-40fa057f03ac,843c757c-83ae-4004-9389-eae8c255fe2d,369,C,,53.6,LOW,"Closest client patterns: Home repair and trades, IT and technical services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:b3c775de-32a1-41da-a435-705dbf924490,764782c8-ea02-4a40-b13e-747125545be7,370,C,,53.6,MEDIUM,"Closest client patterns: Consumer services, Elevator services. Need signals: after hours coverage, emergency dispatch, multi location routing. Verification: verified own site."
discovered:de65e313-654a-48a6-b168-bddfa7a4ba43,ebd47240-2335-4a88-a463-c8f7f90f8137,371,C,,53.6,MEDIUM,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:487e87aa-5c59-4fdc-9ed1-69f1fbe5ff7a,b1673b4f-6269-43e0-aab2-e4dd1a4ec9fa,372,C,,53.5,MEDIUM,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:cf7adfe0-d2af-4152-aea9-83eee778f934,ce5ea389-1a5a-4100-973e-86657eca4b12,373,C,,53.5,LOW,"Closest client patterns: Home repair and trades, Funeral services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:c886624a-e53e-4097-a579-922a6bdb0a37,0f952ca4-2c76-457f-9c72-443b983cb7e0,374,C,,53.5,MEDIUM,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:839654dc-16a1-417a-b7c6-951a46698386,a33c10f5-60b5-406c-a990-0c48bcbdb2cb,375,C,,53.4,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:5d4aa3bf-1191-4f0c-8234-8e8e049791b9,bd52b238-d14f-4043-8b35-775c5ca298a1,376,C,,53.4,MEDIUM,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:32d6ecd6-990c-451f-9fd2-16d1e2a19d4e,f2b85d91-cd5b-4251-909a-b18f37a48973,377,C,,53.4,LOW,"Closest client patterns: Home repair and trades, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:f3ef75e0-0c92-4d99-a27f-28486456d30c,2ef70230-d861-405a-9c43-74ab1cbe78e9,378,C,,53.4,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:97601b1f-4dce-403d-9fcd-c91ebee51c8a,3d1c83d2-4935-4aa5-8671-d83640033ffe,379,C,,53.4,MEDIUM,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:f328334e-0163-4080-a552-7ef91917292f,e4450ce5-bd6e-421c-ae89-1dcdd864e3bd,380,C,,53.4,MEDIUM,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:7c53ac3f-4bcc-4c76-aa20-c5feaaf8ad89,2f7b13d7-feb3-4373-9117-7792beb2768f,381,C,,53.3,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:99d82d5e-a599-4a96-ac3c-258187e7dece,37731f32-e7d6-4cc4-8d9a-3d9820d80247,382,C,,53.3,MEDIUM,"Closest client patterns: Industrial services, Home repair and trades. Need signals: appointment scheduling, customer support, lead capture. Verification: verified own site."
discovered:cec403a2-93eb-41ed-9ae9-14f01fa8d513,825b98d6-53b8-475a-a95f-02f44f7d36a5,383,C,,53.3,LOW,"Closest client patterns: Home repair and trades, Mechanical and HVAC services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:0c55f434-06f7-4036-b417-c346b3564788,9f94d6cf-309a-40e4-be9e-c48d4af5104d,384,C,,53.3,MEDIUM,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5846f4e5-3d66-4232-9ce6-aff078898de4,b2914998-a70c-45e1-a688-23b99f4ffe49,385,C,,53.2,LOW,"Closest client patterns: Healthcare providers, Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:75258ac6-5c92-4a9d-a3b2-911396605bdb,7be0feba-796a-49a0-9b67-bc50fdb02efc,386,C,,53.2,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:0d0ff35f-a415-41ca-9159-f58647a88f82,0ade1bcc-ae9d-43c1-9163-9acb33937652,387,C,,53.2,MEDIUM,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:51c2861d-0aae-4e47-b9ea-a5991537ac65,f7c0e113-2b08-495b-bd81-7211c7e51f73,388,C,,53.2,MEDIUM,"Closest client patterns: Alarm and security services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:226e7aa2-1f8d-4283-bfe5-3cf908d13bc0,ee3cd7e7-c927-4bfa-9f8d-39fe05f4654c,389,C,,53.2,MEDIUM,"Closest client patterns: Consumer services, Healthcare providers. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:b71a978e-3214-4d9b-812b-54f0d087078d,ae3d0920-c557-4690-8008-e5ff9244b6ca,390,C,,53.1,HIGH,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: license evidence, verified own site."
discovered:1cd2c4d1-242d-490c-a5f9-d6689c4c8ef3,68813f29-7e83-4c8a-99ea-39dd129b4b7e,391,C,,53.1,LOW,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:d9f0b3cd-f4bc-4e82-b2d2-c921a4428652,5b2e43ff-5260-4775-b006-5354c0f4b4a1,392,C,,53.0,LOW,"Closest client patterns: Alarm and security services, Consumer services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:a7eae67d-f108-41bc-b599-ae002587a30f,d41fcb41-0c5b-4353-838a-b4e0b3d77327,393,C,,53.0,LOW,"Closest client patterns: Industrial services, Home repair and trades. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:080040c1-14a6-4a90-a9af-7b65f74f7318,3a5f20c9-771e-478f-816a-881affbbc007,394,C,,53.0,LOW,"Closest client patterns: Landscaping services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:2da81fd4-8213-4a54-b939-1bc4111ee712,e90d336c-5b78-4036-9824-1ca16eeb6388,395,C,,53.0,MEDIUM,"Closest client patterns: Home repair and trades, Industrial services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:4527d20f-6807-41cc-8b31-9997e677e936,cc3946bb-8be8-4b1b-a4da-a9d632c14d51,396,C,,53.0,MEDIUM,"Closest client patterns: Mechanical and HVAC services, Industrial services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: verified own site."
discovered:a806e81a-c399-4866-9fdd-8fb159659235,27facf8e-1e82-411e-81c8-6cd77154974d,397,C,,53.0,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:97447ac5-9901-48ba-986b-cadb96075eb6,8a6ca43d-6f2c-42db-a45d-54f306a30790,398,C,,53.0,HIGH,"Closest client patterns: Dental services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5fcb28c5-ed28-4429-b301-027287dde51c,3ba7ecec-5d39-4532-9229-f714497015cd,399,C,,53.0,HIGH,"Closest client patterns: Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:71a527cd-7bb2-4e20-802f-69261a90b850,d075f25c-91b7-4693-a7f1-fd133a8a310c,400,C,,52.9,LOW,"Closest client patterns: Home repair and trades, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:2e5f647d-ad8f-4d7b-9507-7bb88e695a02,9d797838-7a7c-40d9-8194-31b48e4eae53,401,C,,52.9,MEDIUM,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:6bdd80f0-b7e2-4ca6-a5d4-7a8fa5ab069c,af09647a-e11e-4a74-867c-b6ecb4bc6195,402,C,,52.9,HIGH,"Closest client patterns: Funeral services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:3d455b10-ad37-4093-9f35-b6589dc2d690,6cd4b531-bcea-4581-91ab-2ee424dd4822,403,C,,52.9,MEDIUM,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
discovered:9d481b6a-0f3f-4918-8959-139315a43f4c,800d78c9-bf0e-4b6f-842e-0f43822ac11d,404,C,,52.8,LOW,"Closest client patterns: Home repair and trades, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: license evidence, verified own site."
discovered:f9060cf6-5e79-4187-a924-4900df255da3,c3dd5cb6-0fda-42a8-abf7-de6d8bf67c2c,405,C,,52.8,MEDIUM,"Closest client patterns: Industrial services, Mechanical and HVAC services. Need signals: after hours coverage, customer support, emergency dispatch. Verification: license evidence, verified own site."
discovered:6b0802d2-89b4-4b37-b3fc-fc0847be7923,5cffd1aa-6296-4aeb-b3c9-6f7bfe661858,406,C,,52.8,MEDIUM,"Closest client patterns: Alarm and security services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:3e76cebf-079c-4d1e-968b-0e73e1825b84,d18b8885-0f44-424f-8c9f-7ab884f2b87c,407,C,,52.8,LOW,"Closest client patterns: Dental services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e66268dd-f927-4a05-8ebf-a4d04d60b137,7daaaed9-b966-4440-b2f5-710d1648a568,408,C,,52.8,MEDIUM,"Closest client patterns: Religious organizations. Need signals: after hours coverage, appointment scheduling, bilingual demand. Verification: verified own site."
